TOWNCODE,COUNTYNAME,TOWNNAME,centroid_lat,centroid_lon,daily_solar_radiation,relative_humidity,air_temperature,earth_temperature,earth_temperature_amplitude,wind_speed,atmospheric_pressure,heating_degree_days,cooling_degree_days,heating_design_temperature,cooling_design_temperature,frost_days
09007010,連江縣,南竿鄉,26.15544282074362,119.93509684391556,3.7691124947789643,85.48046735418936,20.618291621321266,21.070154571680288,15.094615384615384,6.155197901731475,101.20342678804839,594.3023076923077,1441.0430769230768,7.63948717948718,30.04974358974359,0.0
09007020,連江縣,北竿鄉,26.2355059150911,119.99957669851138,3.7691124947789643,85.48046735418936,20.618291621321266,21.070154571680288,15.094615384615384,6.155197901731475,101.20342678804839,594.3023076923077,1441.0430769230768,7.63948717948718,30.04974358974359,0.0
09007030,連江縣,莒光鄉,25.96793904499471,119.95695910378778,3.927217815909579,85.48046735418936,20.618291621321266,21.070154571680288,15.094615384615384,6.155197901731475,101.20342678804839,594.3023076923077,1441.0430769230768,7.63948717948718,30.04974358974359,0.0
09007040,連江縣,東引鄉,26.3660878634403,120.48600432112853,3.890047771142577,84.94614781737462,20.782057425993422,21.581542607403826,14.409230769230769,6.603437705493847,101.44580136698393,556.6000000000001,1463.1399999999996,7.874358974358975,29.422564102564102,0.0
09020010,金門縣,金城鎮,24.412904474867894,118.31342370378384,4.257506457788701,80.73213912257367,21.504515089222476,22.129151174373945,14.768461538461539,4.720993072949955,100.0760834931219,426.3753846153847,1596.7823076923075,5.246410256410257,33.42179487179487,2.3846153846153846
09020020,金門縣,金沙鎮,24.488079458669656,118.42040035744868,4.257506457788701,80.73213912257367,21.504515089222476,22.129151174373945,14.768461538461539,4.720993072949955,100.0760834931219,426.3753846153847,1596.7823076923075,5.246410256410257,33.42179487179487,2.3846153846153846
09020030,金門縣,金湖鎮,24.44317720018729,118.41708907452447,4.257506457788701,80.73213912257367,21.504515089222476,22.129151174373945,14.768461538461539,4.720993072949955,100.0760834931219,426.3753846153847,1596.7823076923075,5.246410256410257,33.42179487179487,2.3846153846153846
09020040,金門縣,金寧鄉,24.457140497510363,118.32803127705905,4.257506457788701,80.73213912257367,21.504515089222476,22.129151174373945,14.768461538461539,4.720993072949955,100.0760834931219,426.3753846153847,1596.7823076923075,5.246410256410257,33.42179487179487,2.3846153846153846
09020050,金門縣,烈嶼鄉,24.429694404680994,118.23692027546718,4.257506457788701,80.73213912257367,21.504515089222476,22.129151174373945,14.768461538461539,4.720993072949955,100.0760834931219,426.3753846153847,1596.7823076923075,5.246410256410257,33.42179487179487,2.3846153846153846
09020060,金門縣,烏坵鄉,24.9882358160745,119.45980586219312,4.215679778875802,84.7762005389625,21.656676236705877,22.347418271749955,14.174615384615386,7.3824258782612695,101.30429574991219,412.37615384615395,1638.3653846153843,9.303846153846154,30.28025641025641,0.0
10002010,宜蘭縣,宜蘭市,24.75031113567317,121.75693305865573,3.8999777545063616,82.91490687349929,23.400345937915667,24.29015969067238,9.535384615384617,5.241253277824803,100.19415900545297,55.68076923076926,1918.53,11.588205128205129,31.94,0.0
10002020,宜蘭縣,羅東鎮,24.678937443882983,121.77019448276492,3.8999777545063616,85.17302078115014,22.97745264212545,24.58416338164418,8.481538461538461,4.848830180748213,98.39094894827457,72.05692307692311,1780.4646153846152,10.973846153846154,31.50769230769231,0.0
10002030,宜蘭縣,蘇澳鎮,24.556536257341392,121.83632470400993,3.8999777545063616,85.17302078115014,22.97745264212545,24.58416338164418,8.481538461538461,4.848830180748213,98.39094894827457,72.05692307692311,1780.4646153846152,10.973846153846154,31.50769230769231,0.0
10002040,宜蘭縣,頭城鎮,24.949160758305897,121.94073720113059,3.8999777545063616,82.91490687349929,23.400345937915667,24.29015969067238,9.535384615384617,5.241253277824803,100.19415900545297,55.68076923076926,1918.53,11.588205128205129,31.94,0.0
10002050,宜蘭縣,礁溪鄉,24.811530269650238,121.73468138446037,3.8999777545063616,82.91490687349929,23.400345937915667,24.29015969067238,9.535384615384617,5.241253277824803,100.19415900545297,55.68076923076926,1918.53,11.588205128205129,31.94,0.0
10002060,宜蘭縣,壯圍鄉,24.751885343496365,121.80177524673617,3.8999777545063616,82.91490687349929,23.400345937915667,24.29015969067238,9.535384615384617,5.241253277824803,100.19415900545297,55.68076923076926,1918.53,11.588205128205129,31.94,0.0
10002070,宜蘭縣,員山鄉,24.74207890078366,121.66123507954637,3.8999777545063616,85.17302078115014,22.97745264212545,24.58416338164418,8.481538461538461,4.848830180748213,98.39094894827457,72.05692307692311,1780.4646153846152,10.973846153846154,31.50769230769231,0.0
10002080,宜蘭縣,冬山鄉,24.642235976779414,121.7602785116598,3.8999777545063616,85.17302078115014,22.97745264212545,24.58416338164418,8.481538461538461,4.848830180748213,98.39094894827457,72.05692307692311,1780.4646153846152,10.973846153846154,31.50769230769231,0.0
10002090,宜蘭縣,五結鄉,24.689124039954006,121.80609718277611,3.8999777545063616,85.17302078115014,22.97745264212545,24.58416338164418,8.481538461538461,4.848830180748213,98.39094894827457,72.05692307692311,1780.4646153846152,10.973846153846154,31.50769230769231,0.0
10002100,宜蘭縣,三星鄉,24.667806342400628,121.66430700209446,3.8999777545063616,85.17302078115014,22.97745264212545,24.58416338164418,8.481538461538461,4.848830180748213,98.39094894827457,72.05692307692311,1780.4646153846152,10.973846153846154,31.50769230769231,0.0
10002110,宜蘭縣,大同鄉,24.5448855717869,121.51533462473347,3.8999777545063616,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10002120,宜蘭縣,南澳鄉,24.44127041531073,121.66604815102907,3.8999777545063616,85.17302078115014,22.97745264212545,24.58416338164418,8.481538461538461,4.848830180748213,98.39094894827457,72.05692307692311,1780.4646153846152,10.973846153846154,31.50769230769231,0.0
10004010,新竹縣,竹北市,24.838536005981258,120.99409569620965,4.257017617124576,84.15370429615298,21.869826478260116,22.17428249465932,13.19923076923077,4.795418162345178,98.77232585925938,283.3846153846155,1587.2476923076922,7.843333333333334,32.44179487179487,0.0
10004020,新竹縣,竹東鎮,24.73087754938982,121.07535013529011,3.8999777545063616,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10004030,新竹縣,新埔鎮,24.841442812863697,121.09399187880692,3.8999777545063616,84.15370429615298,21.869826478260116,22.17428249465932,13.19923076923077,4.795418162345178,98.77232585925938,283.3846153846155,1587.2476923076922,7.843333333333334,32.44179487179487,0.0
10004040,新竹縣,關西鎮,24.785243601932684,121.18660867014148,3.8999777545063616,84.15370429615298,21.869826478260116,22.17428249465932,13.19923076923077,4.795418162345178,98.77232585925938,283.3846153846155,1587.2476923076922,7.843333333333334,32.44179487179487,0.0
10004050,新竹縣,湖口鄉,24.88576429358427,121.05171106562574,3.8999777545063616,84.15370429615298,21.869826478260116,22.17428249465932,13.19923076923077,4.795418162345178,98.77232585925938,283.3846153846155,1587.2476923076922,7.843333333333334,32.44179487179487,0.0
10004060,新竹縣,新豐鄉,24.907481437065442,120.99473739717932,4.257017617124576,84.15370429615298,21.869826478260116,22.17428249465932,13.19923076923077,4.795418162345178,98.77232585925938,283.3846153846155,1587.2476923076922,7.843333333333334,32.44179487179487,0.0
10004070,新竹縣,芎林鄉,24.765807927111528,121.10464612540305,3.8999777545063616,84.15370429615298,21.869826478260116,22.17428249465932,13.19923076923077,4.795418162345178,98.77232585925938,283.3846153846155,1587.2476923076922,7.843333333333334,32.44179487179487,0.0
10004080,新竹縣,橫山鄉,24.7079121038895,121.14698776128186,3.8999777545063616,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10004090,新竹縣,北埔鄉,24.672181905872065,121.06427795144629,3.8999777545063616,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10004100,新竹縣,寶山鄉,24.737036388030084,120.9991706458139,4.257017617124576,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10004110,新竹縣,峨眉鄉,24.678209583659626,121.0110848456248,3.8999777545063616,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10004120,新竹縣,尖石鄉,24.595029017421048,121.28194661933931,3.8999777545063616,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10004130,新竹縣,五峰鄉,24.57816203916368,121.13897739797751,3.8999777545063616,85.76681481225563,17.189068654378783,17.50095395210374,12.624615384615385,2.6423909435874404,88.10413355444615,916.4053846153848,510.723846153846,0.7787179487179487,28.622820512820514,64.92307692307692
10005010,苗栗縣,苗栗市,24.56392544327706,120.81123030022655,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005020,苗栗縣,苑裡鎮,24.411471152049486,120.68789341759124,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005030,苗栗縣,通霄鎮,24.4861007301377,120.71376315601995,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005040,苗栗縣,竹南鎮,24.699245680663402,120.87601667371784,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
10005050,苗栗縣,頭份市,24.676387570903046,120.91895924342735,4.257017617124576,79.88242145024674,22.986572146694535,23.45341833508957,11.430769230769231,5.636984389665279,98.5354099281959,104.92923076923081,1816.6592307692304,10.428974358974358,31.62974358974359,0.0
