priority_rank,TOWNCODE,COUNTYNAME,TOWNNAME,topsis_score,combined_score,daily_solar_radiation,occupancy_owner_rate,log_median_household_income,median_household_income,avg_fit_rate,education_college_rate,employ_rate,housing_unit_median_value,stage1_prob,stage2_density_pred
83,10010060,嘉義縣,溪口鄉,0.7148063345892465,2.6584798443363744,4.463474029833198,0.908417877707705,5.885191752798052,359.67172944511947,4.507530555555555,0.2523916600580222,0.9624166666666666,11.539558823529411,0.8366056103646006,7.825964106104382
84,10009030,雲林縣,虎尾鎮,0.7147684577841296,2.6497656656433777,4.463474029833198,0.8541862652869238,6.17972230202083,482.85784908407135,4.507530555555555,0.2734840561379612,0.96275,11.962352941176473,0.8321548844390676,7.883731918967079
85,66000260,臺中市,霧峰區,0.7124821784500264,2.702286375239192,4.257017617124576,0.731751745673765,5.883158567381084,358.9411930395593,4.507530555555555,0.4408456988389535,0.9624166666666666,20.27235294117647,0.8338080667734633,8.401764415654535
86,67000090,臺南市,六甲區,0.7119795606904605,2.655216046922926,4.463474029833198,0.8516985441050529,5.988771826803854,398.924360726137,4.507530555555555,0.3991653478031502,0.9620833333333332,15.76220588235294,0.8320507122170855,7.945681771075161
87,66000180,臺中市,大雅區,0.7111026316788919,2.6868649017986628,4.257017617124576,0.7935798978181935,5.980916248154321,395.8028557017033,4.507530555555555,0.4408456988389535,0.9624166666666666,20.27235294117647,0.8303622636443436,8.35372196689071
88,10007180,彰化縣,二水鄉,0.7110747695727642,2.6543157148554877,4.463474029833198,0.911690918213748,5.892924770867832,362.4638593094547,4.507530555555555,0.3232403006464517,0.963,14.915,0.8390191825054888,7.702354302841495
89,10010020,嘉義縣,朴子市,0.7108418145275066,2.657766650925441,4.463474029833198,0.759718026183283,6.133828924430356,461.1986791414419,4.507530555555555,0.2523916600580222,0.9624166666666666,11.539558823529411,0.8275969116495516,8.128729214502732
90,66000230,臺中市,烏日區,0.7107942217654686,2.6887128714724446,4.257017617124576,0.7598503274087932,6.02534853111577,413.78583413231064,4.507530555555555,0.4408456988389535,0.9624166666666666,20.27235294117647,0.8360557633972792,8.1701093375309
91,10009090,雲林縣,莿桐鄉,0.7097980914948808,2.6537184329752828,4.463474029833198,0.8678190137264871,5.946998682737095,382.60330021889206,4.507530555555555,0.2734840561379612,0.96275,11.962352941176473,0.8281945821540421,8.063188163757761
92,10009150,雲林縣,褒忠鄉,0.7095632287830347,2.6535381173724533,4.463474029833198,0.834920634920635,6.009962518804325,407.4680475980608,4.507530555555555,0.2734840561379612,0.96275,11.962352941176473,0.8051016551756925,8.933416097829534
93,66000210,臺中市,外埔區,0.7091537508062958,2.683455878769417,4.257017617124576,0.823190262652146,5.93967888889606,379.8129477993859,4.507530555555555,0.4408456988389535,0.9624166666666666,20.27235294117647,0.8161255520696624,8.855630965278301
94,10016020,澎湖縣,湖西鄉,0.709077469839431,2.6562285306858193,4.400731121049717,0.7923124612523249,6.206504726513977,495.9646859525671,5.183663194444444,0.3031715472692268,0.9625,13.064226190476193,0.7869801349078664,9.753343685596606
