TOWNCODE,COUNTYNAME,TOWNNAME,average_household_size,housing_unit_median_value,occupancy_owner_rate,housing_unit_median_value_公寓,housing_unit_median_value_別墅,housing_unit_median_value_套房,housing_unit_median_value_樓中樓,housing_unit_median_value_透天厝,housing_unit_median_value_電梯大廈
64000240,高雄市,路竹區,3.7689285714285714,18.314852941176472,0.8482194603644794,,,,,16.220892857142857,28.45
64000250,高雄市,湖內區,3.3063690476190475,18.314852941176472,0.7501736111111111,,,,,12.530448717948717,
64000260,高雄市,茄萣區,4.108988095238095,18.314852941176472,0.7675361683472162,,,,,11.900625,
64000270,高雄市,永安區,4.266726190476191,18.314852941176472,0.7069062324536777,,,,,16.94,
64000280,高雄市,彌陀區,4.272916666666666,18.314852941176472,0.7886524822695036,,,,,,
64000290,高雄市,梓官區,3.605357142857143,18.314852941176472,0.8130506607929515,,,,,13.528035714285712,31.11
64000300,高雄市,旗山區,3.4838095238095237,18.314852941176472,0.7719011112068223,,,,,11.38425,
64000310,高雄市,美濃區,4.329642857142857,18.314852941176472,0.8942614240170031,,,,,11.67,
64000320,高雄市,六龜區,3.3491666666666666,18.314852941176472,0.8029239766081872,,,,,,
64000330,高雄市,甲仙區,3.4141666666666666,18.314852941176472,0.7821982467970331,,,,,,
64000340,高雄市,杉林區,3.6453571428571427,18.314852941176472,0.6235591790834973,,,,,,
64000350,高雄市,內門區,4.90172619047619,18.314852941176472,0.8152999738014147,,,,,,
64000360,高雄市,茂林區,4.694047619047619,18.314852941176472,0.8936781609195402,,,,,,
64000370,高雄市,桃源區,4.565952380952381,18.314852941176472,0.9319371727748691,,,,,,
64000380,高雄市,那瑪夏區,4.677559523809523,18.314852941176472,0.7891682785299806,,,,,,
65000010,新北市,板橋區,3.1690625,31.858088235294115,0.7703221315891094,35.74176470588235,,50.463802083333334,,47.88055555555556,42.00338235294117
65000020,新北市,三重區,3.0943229166666666,31.858088235294115,0.7303664747637735,34.16279411764706,,44.428480392156864,,47.620666666666665,39.11161764705883
65000030,新北市,中和區,2.91296875,31.858088235294115,0.7446678672067103,34.620588235294115,,45.1184375,,41.653333333333336,39.804117647058824
65000040,新北市,永和區,2.9471875,31.858088235294115,0.7710091909885141,39.9639705882353,,49.991388888888885,,,44.53397058823529
65000050,新北市,新莊區,3.2309895833333333,31.858088235294115,0.7846837666429788,30.021176470588237,,36.167272727272724,,29.98625,34.508823529411764
65000060,新北市,新店區,2.7760416666666665,31.858088235294115,0.8082815665656448,32.89205882352941,23.679999999999996,47.14969696969697,20.43,26.70578125,36.45411764705882
65000070,新北市,樹林區,3.3119791666666667,31.858088235294115,0.7990795806258204,23.44264705882353,,17.62,,21.66142857142857,26.349117647058822
65000080,新北市,鶯歌區,3.4878645833333333,31.858088235294115,0.756241066383007,14.615055555555555,,,,20.876197916666666,18.728529411764704
65000090,新北市,三峽區,3.2717187500000002,31.858088235294115,0.7027313454405318,17.412916666666668,,28.09583333333333,,23.37,24.322058823529414
65000100,新北市,淡水區,2.6106249999999998,31.858088235294115,0.7389405448697894,19.00588235294118,17.69,27.324322916666667,,24.62833333333333,23.384705882352943
65000110,新北市,汐止區,2.65234375,31.858088235294115,0.7820721050464382,24.85735294117647,,31.978444444444445,20.17222222222222,24.561444444444444,31.06044117647059
65000120,新北市,瑞芳區,3.2076041666666666,31.858088235294115,0.8051258720048529,9.875,,,,,
65000130,新北市,土城區,3.2553645833333333,31.858088235294115,0.7517603302800882,30.251911764705884,,37.5,,25.66,32.995294117647056
65000140,新北市,蘆洲區,3.36890625,31.858088235294115,0.7611085029410952,31.582205882352945,,,,,34.30823529411765
65000150,新北市,五股區,3.23890625,31.858088235294115,0.7641730483483826,20.627187499999998,,,,,26.451470588235296
65000160,新北市,泰山區,3.2103645833333334,31.858088235294115,0.7428024322236033,23.4625,,,,,29.190882352941177
65000170,新北市,林口區,3.087083333333333,31.858088235294115,0.6983291699086777,21.196388888888887,16.345,,,24.432395833333334,27.057058823529413
65000180,新北市,深坑區,2.91140625,31.858088235294115,0.760010583877227,22.84625,,,,,25.674833333333332
65000190,新北市,石碇區,3.371770833333333,31.858088235294115,0.7634920634920634,,,,,,
65000200,新北市,坪林區,3.7231770833333333,31.858088235294115,0.814974182444062,,,,,,
65000210,新北市,三芝區,3.08640625,31.858088235294115,0.7662116040955631,,,,,,10.22406862745098
65000220,新北市,石門區,4.93015625,31.858088235294115,0.7064796905222437,,,,,,
65000230,新北市,八里區,3.2838541666666665,31.858088235294115,0.7718349928876245,,,,,16.56,20.382303921568628
65000240,新北市,平溪區,2.886510416666667,31.858088235294115,0.7726523887973641,,,,,,
65000250,新北市,雙溪區,3.639947916666667,31.858088235294115,0.8130653266331658,,,,,,
65000260,新北市,貢寮區,4.506354166666666,31.858088235294115,0.7955570982297814,,,,,,
65000270,新北市,金山區,4.05484375,31.858088235294115,0.7982596341679986,,,,,,17.78
65000280,新北市,萬里區,4.078020833333333,31.858088235294115,0.7254865956665443,7.055,,,,,
65000290,新北市,烏來區,5.150104166666667,31.858088235294115,0.7156398104265402,,,,,,
66000010,臺中市,中區,3.6145833333333335,20.27235294117647,0.43484569991293415,,,17.856666666666666,,,13.038333333333334
66000020,臺中市,東區,3.303125,20.27235294117647,0.7733133326190221,14.355,,,,24.141927083333332,17.692303921568627
66000030,臺中市,南區,2.9888541666666666,20.27235294117647,0.7577998977062596,14.797333333333333,,20.723000000000003,,27.111666666666665,18.390588235294118
66000040,臺中市,西區,3.0959375,20.27235294117647,0.726356848322746,17.149705882352944,,20.92452380952381,,31.9175,21.308529411764706
66000050,臺中市,北區,3.010052083333333,20.27235294117647,0.6992212954515835,15.453529411764706,,20.079090909090908,,28.588802083333334,19.68779411764706
66000060,臺中市,西屯區,3.1409375,20.27235294117647,0.7057123022246169,16.667760416666667,,21.252954545454546,,31.396225490196077,23.44338235294118
66000070,臺中市,南屯區,3.241875,20.27235294117647,0.8076108927121962,28.145,22.32,25.032,,32.484754901960784,22.093529411764706
66000080,臺中市,北屯區,3.2480208333333334,20.27235294117647,0.7785970211127891,15.025294117647059,20.056333333333335,22.540000000000003,,28.0378431372549,19.294509803921567
66000090,臺中市,豐原區,3.8558928571428575,20.27235294117647,0.763864079663279,7.71,,,,23.17377777777778,17.529611111111112
66000100,臺中市,東勢區,3.853214285714286,20.27235294117647,0.8189906948312164,,,,,20.975,
66000110,臺中市,大甲區,4.18922619047619,20.27235294117647,0.8067677842824197,,,,,16.723511904761903,17.03857142857143
66000120,臺中市,清水區,3.977738095238095,20.27235294117647,0.8194563876322578,,,,,16.53511111111111,15.537833333333333
66000130,臺中市,沙鹿區,3.6958928571428573,20.27235294117647,0.8231057587295965,,13.15,,,20.651,18.764242424242425
66000140,臺中市,梧棲區,3.896190476190476,20.27235294117647,0.8142785821268098,,,,,16.42470238095238,16.845833333333335
66000150,臺中市,后里區,4.331964285714286,20.27235294117647,0.8287407781070686,,,,,20.291666666666668,30.24
66000160,臺中市,神岡區,4.13827380952381,20.27235294117647,0.8222355966515292,,,,,20.89551282051282,18.23
66000170,臺中市,潭子區,3.539107142857143,20.27235294117647,0.784975141634871,,,,,23.45267857142857,17.244500000000002
66000180,臺中市,大雅區,3.835952380952381,20.27235294117647,0.7935798978181935,,,,,21.905055555555556,16.44089285714286
66000190,臺中市,新社區,3.8945238095238097,20.27235294117647,0.8173558072162234,,,,,,
66000200,臺中市,石岡區,4.065654761904762,20.27235294117647,0.7688942891859052,,,,,,
66000210,臺中市,外埔區,4.118273809523809,20.27235294117647,0.823190262652146,,,,,14.524666666666667,
66000220,臺中市,大安區,4.586130952380953,20.27235294117647,0.8447460415381451,,,,,17.47,
66000230,臺中市,烏日區,3.6322619047619047,20.27235294117647,0.7598503274087932,,,,,23.996190476190474,19.733166666666666
66000240,臺中市,大肚區,3.881964285714286,20.27235294117647,0.798510935318753,,,,,17.704545454545453,27.1875
66000250,臺中市,龍井區,4.16827380952381,20.27235294117647,0.8403753838169787,,,20.38,,18.327166666666667,17.51861111111111
66000260,臺中市,霧峰區,3.9379166666666667,20.27235294117647,0.731751745673765,,,,,19.017944444444442,13.184999999999999
66000270,臺中市,太平區,3.52327380952381,20.27235294117647,0.7780268345415235,14.616296296296294,,43.25,,22.560666666666666,17.85811111111111
66000280,臺中市,大里區,3.620357142857143,20.27235294117647,0.7824288181868836,13.731428571428571,,,,23.51961111111111,18.80172222222222
66000290,臺中市,和平區,3.435238095238095,20.27235294117647,0.7254168084382443,,,,,,
67000010,臺南市,新營區,3.1148809523809526,15.76220588235294,0.8244534154042927,19.36,,,,14.68677777777778,10.851666666666668
67000020,臺南市,鹽水區,3.476845238095238,15.76220588235294,0.7966161438138879,,,,,10.8825,
67000030,臺南市,白河區,3.8445238095238095,15.76220588235294,0.8521439132577624,,,,,17.599999999999998,
67000040,臺南市,柳營區,3.601785714285714,15.76220588235294,0.8148201027984009,,,,,13.52375,10.27
67000050,臺南市,後壁區,3.6026785714285716,15.76220588235294,0.8717878246530164,,,,,8.17,
67000060,臺南市,東山區,4.039166666666667,15.76220588235294,0.7493833251110015,,,,,11.71,
67000070,臺南市,麻豆區,3.498392857142857,15.76220588235294,0.8205753640863763,,,,,14.39375,22.41
67000080,臺南市,下營區,3.7124404761904763,15.76220588235294,0.8535211267605634,,,,,15.25,
67000090,臺南市,六甲區,3.6400595238095237,15.76220588235294,0.8516985441050529,,,,,14.56,
67000100,臺南市,官田區,3.4991666666666665,15.76220588235294,0.8804317353518363,,,,,13.671875,
67000110,臺南市,大內區,3.828333333333333,15.76220588235294,0.7602489019033675,,,,,,
67000120,臺南市,佳里區,3.4617857142857145,15.76220588235294,0.8464597371037226,,,,,13.270119047619048,12.41
67000130,臺南市,學甲區,3.5611309523809527,15.76220588235294,0.8209454935047542,,,,,11.904,
67000140,臺南市,西港區,3.8388095238095237,15.76220588235294,0.8465202434506484,,,,,14.163333333333332,
67000150,臺南市,七股區,4.318214285714285,15.76220588235294,0.8537806710065098,,,,,9.87,
67000160,臺南市,將軍區,4.078690476190476,15.76220588235294,0.8079508354138659,,,,,,
67000170,臺南市,北門區,4.304880952380953,15.76220588235294,0.7381398252184769,,,,,,
67000180,臺南市,新化區,3.6429761904761904,15.76220588235294,0.7705148975135592,,,,,11.288,22.07
67000190,臺南市,善化區,3.2653571428571424,15.76220588235294,0.8127677143004594,,,,,18.31153846153846,18.679166666666667
67000200,臺南市,新市區,3.4121428571428574,15.76220588235294,0.7357391617629399,,,,,18.273333333333333,21.478
67000210,臺南市,安定區,3.7014285714285715,15.76220588235294,0.8639213143104194,,,,,9.57,
67000220,臺南市,山上區,3.886964285714286,15.76220588235294,0.8556749182624942,,,,,,
67000230,臺南市,玉井區,3.5714285714285716,15.76220588235294,0.75736864587783,,,,,,
67000240,臺南市,楠西區,3.738928571428571,15.76220588235294,0.7919055649241147,,,,,,
67000250,臺南市,南化區,4.2891071428571435,15.76220588235294,0.8316696914700544,,,,,,
67000260,臺南市,左鎮區,3.6526785714285714,15.76220588235294,0.8309137489325363,,,,,,
67000270,臺南市,仁德區,3.2591666666666663,15.76220588235294,0.801284780000774,,,,,17.346888888888888,14.063571428571427
67000280,臺南市,歸仁區,3.5922023809523806,15.76220588235294,0.830355427473583,34.63,,,,15.935892857142857,24.3625
67000290,臺南市,關廟區,3.799702380952381,15.76220588235294,0.8571989015300118,,,,,16.393333333333334,
67000300,臺南市,龍崎區,4.218154761904762,15.76220588235294,0.864,,,,,,
67000310,臺南市,永康區,3.1719642857142856,15.76220588235294,0.8019965097689857,12.472083333333334,,15.21425925925926,,19.779722222222222,14.567944444444445
67000320,臺南市,東區,3.13265625,15.76220588235294,0.7868719083571987,10.8303125,,17.21547619047619,,22.20558823529412,15.14735294117647
67000330,臺南市,南區,3.287916666666667,15.76220588235294,0.8015654442672852,9.829117647058823,,,,17.398186274509804,12.67705882352941
67000340,臺南市,北區,3.07359375,15.76220588235294,0.7295356092743474,8.850625,,,,19.55,16.218235294117648
67000350,臺南市,安南區,3.7105208333333333,15.76220588235294,0.8311621528968118,20.933333333333334,,,,17.50308823529412,15.12298611111111
67000360,臺南市,安平區,3.013125,15.76220588235294,0.7761143246002041,6.585,,,,19.746813725490195,14.681225490196079
67000370,臺南市,中西區,3.0895312500000003,15.76220588235294,0.7042845939972909,10.030416666666666,,13.225999999999999,,20.265196078431373,15.931960784313727
68000010,桃園市,桃園區,3.1391145833333334,19.24,0.7851765958255712,16.45044117647059,16.25,23.77243055555556,,25.437450980392157,21.723088235294117
68000020,桃園市,中壢區,3.21296875,19.24,0.7849573838471986,15.599264705882353,11.64,24.188205128205126,,22.37191176470588,20.275000000000002
68000030,桃園市,大溪區,3.5350520833333334,19.24,0.7976291003572589,9.92,9.89,,,15.694656862745099,13.750333333333334
68000040,桃園市,楊梅區,3.3893229166666665,19.24,0.8237090113303448,10.02109375,13.97,,,14.781470588235294,13.157058823529413
68000050,桃園市,蘆竹區,3.28671875,19.24,0.8257685858021241,10.695,,,,19.96588235294118,20.9575
68000060,桃園市,大園區,3.7303125,19.24,0.7912299465240642,14.176666666666668,,,,17.597499999999997,21.07046875
68000070,桃園市,龜山區,3.0625520833333333,19.24,0.7219345938489005,15.938235294117646,,26.880714285714287,,19.42140625,23.461323529411764
68000080,桃園市,八德區,3.3234375,19.24,0.8129080827530294,14.287303921568627,15.1425,,,19.883382352941176,18.69205882352941
68000090,桃園市,龍潭區,3.43,19.24,0.785394231959401,10.178333333333333,,11.32,,15.05029411764706,15.609019607843138
68000100,桃園市,平鎮區,3.393125,19.24,0.8357183743560389,12.03640625,16.465,,,18.017205882352943,17.410441176470588
68000110,桃園市,新屋區,4.414322916666666,19.24,0.8575923392612859,,,,,14.902559523809524,18.284
68000120,桃園市,觀音區,4.0125520833333335,19.24,0.8144818020947917,15.175999999999998,,,,13.937794117647059,18.3565
68000130,桃園市,復興區,4.245885416666667,19.24,0.8081420528367259,,,,,,
